speed,airbag,seatbelt,frontal,sex,age,vehYear,Deploy,injSeverity
40-54,none,belted,1,m,19,1979,0,1
25-39,none,none,1,m,25,1988,0,2
25-39,airbag,none,1,m,22,1996,1,1
25-39,airbag,none,0,f,76,1994,0,1
40-54,none,none,1,m,49,1986,0,0
40-54,none,none,1,f,16,1986,0,2
40-54,none,belted,0,f,26,1989,0,3
25-39,airbag,belted,0,m,38,1990,0,0
25-39,airbag,belted,0,f,36,1990,0,0
40-54,airbag,belted,1,f,29,1994,1,1
40-54,airbag,belted,1,f,24,1994,1,1
40-54,airbag,none,0,m,24,1997,0,3
25-39,none,none,1,m,39,1993,0,2
40-54,none,belted,1,m,68,1988,0,5
40-54,none,belted,0,f,36,1984,0,NA
55+,airbag,belted,0,m,41,1995,0,0
40-54,airbag,belted,0,f,26,1993,0,0
25-39,none,none,1,f,39,1985,0,1
25-39,none,none,1,f,20,1994,0,1
25-39,none,none,1,f,30,1994,0,0
40-54,airbag,belted,1,f,19,1997,0,1
40-54,airbag,belted,1,m,24,1997,0,0
40-54,airbag,belted,1,m,29,1993,0,0
40-54,airbag,belted,1,m,28,1993,0,0
40-54,none,none,0,m,21,1988,0,3
40-54,airbag,belted,1,f,72,1992,0,1
40-54,none,belted,0,f,36,1989,0,5
40-54,none,none,1,m,42,1994,0,0
40-54,none,none,1,m,26,1994,0,0
40-54,none,belted,0,m,18,1988,0,3
40-54,none,belted,0,f,18,1988,0,5
25-39,none,none,0,m,79,1986,0,3
25-39,none,belted,0,f,73,1986,0,3
40-54,none,none,0,m,18,1986,0,3
40-54,none,belted,0,m,18,1986,0,3
40-54,none,none,0,f,40,1984,0,2
40-54,airbag,belted,0,m,59,1994,1,3
40-54,none,none,0,m,29,1988,0,3
25-39,none,belted,1,m,16,1986,0,1
55+,airbag,belted,1,f,23,1993,1,3
55+,none,belted,1,f,42,1992,0,3
25-39,none,belted,1,m,22,1990,0,1
25-39,airbag,belted,1,f,46,1996,0,2
25-39,airbag,belted,1,m,18,1996,0,2
40-54,airbag,belted,1,m,29,1997,0,0
40-54,airbag,belted,1,f,29,1997,0,0
40-54,airbag,none,1,f,28,1997,0,2
40-54,none,none,1,m,18,1986,0,1
40-54,none,none,1,f,17,1986,0,1
25-39,none,none,1,m,33,1991,0,2
40-54,none,belted,0,m,39,1988,0,4
40-54,none,belted,0,f,18,1988,0,3
40-54,airbag,belted,1,m,17,1996,1,0
25-39,none,none,1,m,43,1989,0,2
25-39,airbag,none,0,m,24,1993,0,0
25-39,airbag,none,0,f,26,1993,0,0
25-39,none,belted,0,m,40,1991,0,1
40-54,none,belted,1,f,16,1994,0,0
40-54,none,none,1,f,17,1994,0,3
25-39,airbag,belted,0,f,53,1996,0,1
25-39,airbag,none,0,f,27,1996,0,1
40-54,none,none,1,m,48,1977,0,0
40-54,airbag,belted,1,f,45,1996,1,3
40-54,none,belted,0,f,70,1994,0,0
40-54,airbag,belted,0,m,72,1994,0,0
40-54,airbag,belted,0,f,34,1994,0,1
40-54,airbag,belted,1,f,39,1996,1,2
40-54,none,none,1,m,18,1986,0,3
55+,none,none,1,f,46,1985,0,3
40-54,none,none,1,f,20,1983,0,2
40-54,airbag,belted,0,m,40,1995,0,1
40-54,none,none,0,m,22,1985,0,0
40-54,none,none,0,f,16,1985,0,0
40-54,none,belted,1,f,67,1995,0,1
40-54,none,belted,1,m,75,1995,0,1
40-54,airbag,none,0,f,23,1996,0,1
25-39,none,none,1,m,16,1990,0,1
40-54,airbag,belted,1,f,31,1995,1,0
40-54,airbag,none,0,f,17,1994,0,5
25-39,airbag,belted,1,m,40,1996,1,3
25-39,airbag,belted,0,f,49,1994,0,1
25-39,none,none,1,f,20,1985,0,2
40-54,none,none,1,m,20,1989,0,1
40-54,airbag,none,1,m,59,1993,1,3
40-54,airbag,belted,0,m,30,1994,0,1
40-54,none,belted,1,m,80,1988,0,2
40-54,none,belted,1,f,75,1988,0,0
40-54,airbag,belted,0,m,41,1991,0,2
40-54,airbag,belted,1,m,21,1997,1,0
25-39,airbag,none,1,m,28,1994,0,0
40-54,none,belted,1,m,35,1991,0,0
40-54,none,belted,0,m,59,1992,0,0
25-39,airbag,none,0,m,21,1993,1,4
40-54,airbag,belted,1,m,16,1995,1,3
25-39,airbag,belted,0,f,38,1998,0,3
55+,none,belted,0,m,63,1989,0,0
40-54,none,belted,1,f,42,1989,0,0
40-54,airbag,none,1,m,44,1996,1,0
40-54,airbag,belted,0,m,27,1990,0,5
40-54,airbag,none,1,m,21,1995,1,2
40-54,airbag,belted,1,f,18,1995,1,1
25-39,airbag,belted,1,f,19,1994,1,2
40-54,none,none,1,f,28,1989,0,5
25-39,none,none,1,m,21,1987,0,2
25-39,none,belted,1,f,27,1990,0,3
25-39,none,belted,0,f,29,1986,0,1
25-39,none,belted,1,f,20,1992,0,2
25-39,none,belted,0,m,49,1988,0,3
25-39,none,belted,0,f,62,1988,0,4
40-54,airbag,belted,1,m,47,1992,1,1
25-39,airbag,none,1,m,41,1996,1,0
25-39,airbag,belted,0,f,20,1996,1,1
25-39,airbag,belted,0,f,28,1996,1,1
25-39,none,belted,0,m,66,1986,0,2
25-39,airbag,belted,1,m,54,1996,1,0
25-39,none,belted,1,f,52,1996,0,0
25-39,none,none,1,m,68,1990,0,2
40-54,none,belted,1,m,16,1992,0,3
40-54,none,none,1,m,16,1992,0,3
40-54,airbag,none,1,f,25,1996,1,2
40-54,airbag,belted,1,f,32,1996,1,2
40-54,airbag,belted,1,f,31,1996,1,3
40-54,none,belted,1,m,27,1992,0,2
40-54,none,belted,1,m,23,1992,0,3
40-54,airbag,belted,1,f,19,1995,1,1
40-54,airbag,belted,0,f,44,1993,0,1
25-39,airbag,belted,0,f,44,1993,0,1
40-54,none,belted,1,m,19,1991,0,5
40-54,none,none,1,f,18,1991,0,5
40-54,airbag,belted,0,f,31,1996,1,0
40-54,none,belted,1,f,25,1992,0,3
40-54,none,belted,1,m,26,1992,0,1
25-39,none,none,1,m,17,1988,0,3
40-54,none,belted,1,m,21,1990,0,0
40-54,none,belted,1,m,49,1990,0,1
40-54,airbag,belted,0,f,44,1996,0,0
40-54,none,belted,1,m,67,1984,0,0
25-39,airbag,belted,1,f,38,1997,1,1
55+,airbag,belted,0,f,73,1994,0,1
40-54,none,none,0,m,38,1985,0,1
40-54,airbag,belted,1,m,40,1996,1,0
40-54,none,belted,1,f,34,1993,0,1
25-39,none,belted,1,f,29,1992,0,1
40-54,airbag,belted,1,f,25,1997,0,0
40-54,airbag,belted,1,f,17,1997,0,0
40-54,airbag,belted,1,f,47,1994,0,0
25-39,none,belted,1,m,17,1993,0,1
40-54,none,none,1,f,83,1991,0,3
40-54,none,belted,1,m,28,1989,0,1
25-39,none,belted,0,f,77,1987,0,5
55+,none,none,1,f,41,1985,0,3
55+,none,belted,1,f,75,1987,0,3
25-39,none,none,1,m,44,1986,0,3
25-39,airbag,none,1,m,18,1990,1,3
40-54,none,belted,1,m,32,1994,0,0
40-54,airbag,belted,0,m,75,1994,1,2
40-54,none,belted,0,f,34,1994,0,1
25-39,none,belted,1,f,23,1991,0,0
40-54,none,none,0,f,29,1985,0,1
25-39,none,belted,1,f,41,1992,0,1
40-54,airbag,belted,0,m,50,1993,0,1
40-54,airbag,belted,1,f,43,1995,0,0
40-54,airbag,belted,1,f,59,1996,1,3
40-54,airbag,none,1,m,55,1996,1,3
40-54,none,none,1,m,21,1977,0,0
40-54,none,none,1,m,22,1977,0,0
40-54,airbag,belted,0,f,35,1994,0,2
55+,none,belted,0,m,25,1990,0,3
25-39,none,belted,1,m,32,1989,0,1
40-54,none,none,1,m,26,1988,0,3
25-39,airbag,belted,1,m,37,1996,1,1
40-54,none,none,1,f,79,1986,0,1
40-54,none,none,1,m,38,1986,0,2
25-39,none,none,1,m,25,1990,0,1
25-39,none,none,1,m,34,1990,0,0
40-54,none,none,1,m,17,1986,0,0
40-54,none,none,1,m,17,1986,0,0
40-54,airbag,belted,1,m,30,1996,1,0
40-54,airbag,belted,1,f,26,1996,1,3
25-39,airbag,belted,0,f,33,1996,0,3
40-54,airbag,belted,1,m,19,1996,0,0
40-54,airbag,belted,1,f,18,1996,0,0
40-54,none,belted,0,m,80,1986,0,0
40-54,none,belted,0,f,77,1986,0,2
40-54,airbag,belted,1,f,83,1994,1,1
40-54,airbag,belted,1,m,26,1994,1,0
40-54,airbag,belted,0,f,27,1996,1,1
40-54,none,belted,1,m,47,1993,0,0
40-54,airbag,belted,1,m,42,1997,1,1
40-54,airbag,none,1,f,38,1996,1,3
25-39,airbag,belted,1,m,30,1995,1,0
25-39,airbag,belted,1,f,25,1995,1,5
40-54,none,belted,1,m,22,1989,0,2
40-54,none,belted,0,m,47,1986,0,3
40-54,none,belted,0,m,44,1992,0,2
40-54,airbag,none,1,m,30,1993,1,2
40-54,none,none,1,m,27,1993,0,3
40-54,none,none,1,m,35,1991,0,0
40-54,none,belted,1,f,43,1991,0,0
40-54,airbag,belted,0,f,35,1990,0,1
25-39,airbag,none,0,m,26,1996,1,3
25-39,airbag,belted,1,m,78,1996,1,2
25-39,airbag,belted,0,m,26,1994,1,4
25-39,airbag,belted,0,m,26,1994,1,1
25-39,airbag,belted,1,f,38,1995,1,3
40-54,airbag,belted,0,m,23,1994,1,1
40-54,airbag,belted,1,m,71,1993,1,2
40-54,none,belted,1,m,17,1993,0,3
25-39,airbag,belted,0,f,48,1995,0,3
40-54,none,belted,1,f,28,1988,0,0
25-39,none,belted,1,m,43,1985,0,3
25-39,none,belted,0,m,60,1986,0,3
25-39,none,belted,0,m,54,1986,0,3
55+,none,belted,0,m,26,1990,0,4
25-39,airbag,belted,1,m,26,1995,1,2
25-39,none,belted,1,f,61,1995,0,3
40-54,airbag,belted,0,f,48,1996,0,2
40-54,airbag,belted,0,f,60,1996,0,3
55+,airbag,none,0,m,23,1992,1,3
40-54,airbag,none,1,f,78,1994,1,3
40-54,airbag,belted,0,m,38,1996,0,3
40-54,airbag,belted,0,m,44,1996,0,3
40-54,airbag,belted,1,f,39,1996,1,3
40-54,none,belted,0,m,34,1985,0,3
40-54,none,belted,0,f,26,1985,0,3
25-39,airbag,belted,1,f,44,1990,1,2
25-39,none,belted,1,f,36,1990,0,2
40-54,none,belted,0,f,50,1987,0,3
25-39,airbag,belted,1,f,47,1995,1,3
40-54,none,belted,0,m,19,1987,0,0
40-54,none,belted,0,f,59,1991,0,3
40-54,none,belted,1,m,18,1984,0,0
40-54,none,belted,1,f,42,1994,0,3
55+,none,none,1,f,26,1984,0,3
40-54,none,belted,1,m,20,1994,0,1
25-39,none,belted,0,f,62,1988,0,1
40-54,airbag,belted,1,f,29,1988,1,3
40-54,none,belted,1,f,18,1988,0,1
25-39,none,none,1,m,22,1993,0,NA
40-54,none,none,0,m,61,1984,0,3
40-54,none,none,1,f,32,1988,0,3
40-54,none,none,0,m,26,1994,0,4
40-54,airbag,belted,1,f,51,1995,0,0
25-39,none,belted,0,m,62,1988,0,3
40-54,none,belted,0,f,32,1995,0,3
40-54,none,belted,1,f,18,1987,0,3
40-54,none,belted,1,f,16,1987,0,3
40-54,airbag,none,1,m,20,1990,1,2
40-54,none,none,1,m,19,1990,0,0
25-39,airbag,belted,1,f,33,1995,1,3
40-54,none,none,0,m,42,1986,0,0
40-54,airbag,belted,1,f,22,1996,1,3
40-54,airbag,belted,0,f,55,1994,0,0
40-54,airbag,belted,1,m,19,1994,1,3
40-54,airbag,belted,1,f,19,1994,1,3
55+,none,none,1,f,36,1984,0,3
25-39,none,none,1,m,23,1988,0,2
25-39,none,none,1,f,24,1988,0,1
40-54,none,belted,0,f,42,1981,0,3
40-54,airbag,belted,1,m,17,1993,0,0
40-54,airbag,belted,1,m,17,1993,0,0
40-54,airbag,belted,1,m,22,1993,1,3
25-39,none,belted,0,f,47,1988,0,3
25-39,none,belted,0,m,52,1988,0,3
25-39,none,belted,1,m,81,1988,0,3
25-39,none,belted,1,f,78,1988,0,3
40-54,airbag,belted,1,m,49,1997,1,3
40-54,airbag,belted,1,m,25,1997,1,3
55+,none,none,0,f,56,1987,0,4
25-39,none,belted,1,m,33,1994,0,3
25-39,none,none,0,m,19,1987,0,4
40-54,none,none,1,m,19,1990,0,3
40-54,none,none,1,f,19,1990,0,3
40-54,airbag,belted,1,m,27,1995,1,3
40-54,airbag,belted,1,f,45,1995,1,3
40-54,none,belted,1,m,23,1990,0,3
40-54,airbag,belted,0,m,32,1992,0,2
40-54,airbag,belted,1,m,18,1993,1,2
40-54,none,belted,1,m,17,1993,0,0
40-54,none,none,1,m,21,1991,0,3
25-39,airbag,none,1,f,31,1994,1,3
25-39,none,belted,0,f,66,1989,0,3
25-39,none,belted,0,f,86,1989,0,4
25-39,none,none,1,m,32,1987,0,3
40-54,none,belted,1,f,62,1991,0,3
40-54,none,belted,0,m,55,1987,0,3
25-39,none,belted,0,f,62,1992,0,3
40-54,none,belted,1,f,74,1989,0,3
40-54,airbag,belted,1,m,47,1992,1,3
40-54,airbag,belted,0,f,60,1996,1,3
40-54,none,belted,1,m,17,1990,0,0
25-39,none,belted,0,f,44,1988,0,3
40-54,none,belted,1,f,81,1988,0,3
40-54,none,belted,0,f,25,1988,0,2
25-39,airbag,belted,1,m,45,1995,1,3
25-39,none,belted,1,f,26,1992,0,3
40-54,airbag,none,1,m,20,1996,1,3
40-54,airbag,belted,1,f,46,1986,0,3
40-54,airbag,belted,0,f,67,1996,1,2
40-54,airbag,belted,0,f,79,1996,1,3
40-54,airbag,none,0,m,17,1992,1,3
40-54,none,none,0,m,17,1992,0,3
25-39,airbag,none,0,m,26,1995,0,3
25-39,airbag,none,0,m,27,1995,0,4
25-39,airbag,belted,1,m,34,1997,1,0
40-54,none,none,1,m,31,1988,0,2
40-54,none,none,1,f,24,1988,0,3
40-54,airbag,belted,1,m,43,1995,0,0
25-39,airbag,belted,0,f,42,1994,0,2
55+,airbag,belted,0,m,20,1996,0,0
55+,airbag,belted,0,f,18,1996,0,0
40-54,airbag,belted,1,f,38,1994,1,1
40-54,airbag,belted,0,m,25,1996,1,0
40-54,airbag,belted,0,f,22,1996,1,3
25-39,none,belted,1,m,24,1987,0,0
55+,airbag,none,1,m,19,1993,1,3
55+,none,none,1,f,18,1993,0,3
40-54,none,none,1,f,21,1988,0,3
25-39,airbag,belted,0,f,25,1997,0,3
25-39,airbag,belted,0,f,21,1997,0,3
40-54,none,none,1,m,23,1983,0,3
25-39,none,belted,0,m,49,1992,0,2
25-39,none,belted,0,f,72,1992,0,3
25-39,airbag,belted,1,m,72,1990,1,2
25-39,none,none,1,m,22,1985,0,3
40-54,airbag,belted,0,f,22,1996,0,0
40-54,airbag,belted,0,f,18,1996,0,0
40-54,airbag,none,1,m,29,1994,1,3
40-54,none,belted,0,m,35,1986,0,3
40-54,airbag,belted,0,f,37,1994,1,3
40-54,airbag,belted,1,f,59,1992,1,3
40-54,none,belted,1,m,39,1992,0,2
25-39,none,belted,1,m,36,1987,0,2
25-39,none,belted,1,m,24,1989,0,3
25-39,airbag,belted,0,f,55,1995,0,3
55+,airbag,belted,1,m,47,1994,1,3
40-54,none,belted,1,f,69,1983,0,3
25-39,none,belted,0,f,51,1990,0,2
40-54,none,belted,0,m,42,1988,0,3
40-54,airbag,belted,1,f,19,1994,1,2
40-54,airbag,belted,0,f,41,1997,0,3
40-54,airbag,none,0,m,60,1995,0,3
40-54,airbag,belted,1,f,39,1996,1,3
25-39,airbag,belted,1,m,17,1996,1,1
40-54,none,none,1,f,21,1993,0,2
40-54,none,none,1,m,49,1993,0,4
25-39,none,belted,0,f,80,1989,0,3
40-54,none,belted,0,f,30,1994,0,3
40-54,airbag,belted,1,f,28,1997,1,2
55+,none,none,1,m,46,1986,0,3
55+,airbag,belted,1,f,34,1993,1,3
40-54,none,none,0,m,17,1973,0,3
25-39,none,none,1,m,26,1986,0,3
25-39,none,belted,0,m,31,1996,0,3
25-39,none,belted,0,m,34,1996,0,1
25-39,airbag,belted,1,m,52,1993,1,3
40-54,airbag,belted,0,m,27,1997,1,3
25-39,airbag,belted,0,m,20,1996,1,3
40-54,airbag,belted,0,m,28,1996,0,2
55+,none,belted,0,f,41,1988,0,3
25-39,none,belted,0,m,45,1981,0,4
55+,none,belted,1,m,34,1987,0,3
40-54,airbag,none,1,m,37,1996,1,3
40-54,airbag,belted,1,m,45,1996,1,3
25-39,none,belted,1,m,35,1994,0,0
25-39,none,belted,1,m,23,1994,0,0
25-39,airbag,belted,0,f,59,1991,0,3
25-39,none,none,1,m,63,1986,0,3
25-39,none,none,0,m,18,1988,0,2
25-39,none,none,0,m,21,1988,0,3
25-39,none,belted,1,f,39,1986,0,1
25-39,none,belted,1,f,75,1988,0,3
40-54,airbag,none,0,m,81,1991,1,3
40-54,airbag,belted,0,f,51,1997,0,0
25-39,none,none,1,m,37,1987,0,3
40-54,airbag,belted,1,m,18,1994,1,0
40-54,airbag,belted,1,m,19,1994,1,0
40-54,none,belted,0,f,43,1986,0,3
25-39,airbag,none,0,m,81,1997,1,4
25-39,airbag,none,0,f,26,1997,1,1
40-54,none,belted,0,f,26,1990,0,4
55+,airbag,belted,1,f,26,1995,1,3
40-54,airbag,none,1,f,26,1996,1,1
40-54,airbag,belted,0,m,38,1997,1,0
40-54,airbag,belted,0,f,33,1997,1,2
40-54,airbag,belted,1,f,53,1995,0,0
25-39,none,belted,0,f,43,1985,0,0
25-39,none,belted,1,m,20,1988,0,2
40-54,airbag,none,0,m,47,1994,0,2
40-54,airbag,none,1,m,28,1995,0,0
25-39,none,belted,1,m,53,1989,0,2
40-54,none,belted,0,m,83,1984,0,3
25-39,none,none,1,m,28,1988,0,3
25-39,airbag,none,0,f,40,1991,0,2
25-39,airbag,none,0,f,22,1991,0,3
25-39,none,none,1,m,38,1992,0,3
40-54,none,belted,1,f,30,1989,0,3
40-54,none,belted,1,m,61,1993,0,3
40-54,airbag,none,1,m,29,1992,1,2
40-54,none,belted,1,m,26,1992,0,2
40-54,none,none,1,m,34,1994,0,3
55+,none,belted,1,f,46,1992,0,3
40-54,airbag,belted,1,m,40,1997,1,3
40-54,airbag,belted,1,m,16,1996,0,0
40-54,airbag,belted,1,m,16,1996,0,0
25-39,airbag,belted,1,f,17,1995,1,3
25-39,none,belted,0,f,28,1988,0,0
40-54,none,belted,1,f,39,1989,0,0
40-54,none,belted,1,m,16,1989,0,0
25-39,airbag,none,1,m,56,1994,1,3
40-54,airbag,belted,1,f,46,1992,1,3
40-54,airbag,belted,0,m,61,1993,0,3
55+,airbag,belted,1,m,20,1996,0,2
40-54,none,belted,1,f,17,1988,0,1
40-54,none,belted,1,m,22,1991,0,1
40-54,none,belted,1,f,23,1991,0,3
40-54,none,belted,0,m,22,1986,0,1
40-54,none,belted,0,m,22,1986,0,0
40-54,airbag,belted,1,f,59,1997,0,1
40-54,airbag,belted,1,f,38,1997,0,1
25-39,airbag,belted,1,m,16,1990,1,1
40-54,none,belted,0,f,16,1989,0,0
40-54,none,belted,0,f,17,1989,0,0
40-54,airbag,belted,0,m,63,1995,1,3
25-39,airbag,belted,1,f,46,1992,1,3
40-54,airbag,belted,0,f,66,1994,1,2
40-54,airbag,belted,0,f,37,1994,1,4
40-54,airbag,none,0,m,30,1996,1,3
40-54,airbag,belted,1,m,20,1992,1,1
25-39,airbag,belted,1,f,68,1997,0,3
25-39,airbag,belted,1,m,71,1997,0,0
40-54,none,belted,0,f,35,1983,0,3
40-54,airbag,belted,1,f,32,1996,1,1
25-39,none,none,0,f,65,1985,0,3
25-39,airbag,none,0,f,42,1990,0,0
40-54,none,belted,1,m,42,1992,0,0
40-54,airbag,none,1,f,33,1996,1,3
25-39,none,belted,1,m,30,1991,0,0
25-39,none,belted,0,m,26,1985,0,3
40-54,none,belted,1,f,63,1986,0,2
40-54,none,belted,0,f,50,1984,0,3
40-54,none,belted,1,f,33,1988,0,1
40-54,none,belted,0,f,22,1986,0,2
25-39,airbag,belted,0,f,16,1996,0,0
40-54,none,belted,1,m,37,1988,0,0
40-54,none,none,1,m,34,1988,0,3
40-54,airbag,belted,0,f,21,1994,0,1
25-39,none,none,1,f,26,1990,0,2
40-54,airbag,belted,0,f,37,1994,0,0
40-54,airbag,belted,1,f,52,1997,1,0
25-39,none,none,1,m,23,1992,0,1
25-39,none,none,1,f,20,1992,0,2
40-54,none,belted,1,m,16,1986,0,0
40-54,airbag,belted,0,f,48,1994,0,1
40-54,airbag,belted,1,f,24,1997,1,1
40-54,airbag,belted,1,f,55,1996,1,1
55+,airbag,belted,0,f,27,1996,1,4
40-54,airbag,belted,1,f,20,1997,1,3
25-39,none,none,1,m,43,1992,0,3
25-39,airbag,belted,1,m,73,1996,1,1
40-54,none,belted,1,m,19,1990,0,0
40-54,none,belted,1,m,21,1990,0,0
40-54,none,none,0,m,19,1987,0,1
40-54,none,none,0,f,22,1987,0,1
40-54,none,belted,0,f,33,1988,0,1
55+,none,none,1,m,43,1989,0,1
25-39,none,belted,1,f,22,1989,0,3
40-54,none,belted,0,m,22,1977,0,1
25-39,none,belted,0,f,30,1989,0,3
40-54,airbag,belted,1,m,44,1996,1,1
25-39,none,belted,1,m,47,1985,0,1
25-39,none,belted,1,f,25,1985,0,1
25-39,airbag,belted,1,f,57,1995,1,2
25-39,airbag,belted,1,m,63,1995,1,3
40-54,airbag,belted,0,m,50,1996,0,0
25-39,airbag,none,1,m,27,1997,1,1
25-39,airbag,none,1,f,24,1997,1,2
25-39,none,belted,1,m,52,1992,0,2
25-39,none,belted,1,m,41,1987,0,1
40-54,none,belted,1,f,35,1983,0,2
25-39,airbag,belted,0,f,28,1996,1,3
40-54,none,belted,1,m,17,1986,0,0
40-54,airbag,belted,1,m,48,1997,1,2
25-39,none,none,0,m,79,1990,0,2
40-54,none,belted,0,f,55,1988,0,1
40-54,none,belted,1,m,25,1987,0,0
40-54,none,belted,0,f,44,1987,0,2
40-54,airbag,belted,1,m,16,1993,1,0
40-54,none,belted,1,m,18,1993,0,0
40-54,airbag,belted,1,m,67,1996,0,0
40-54,airbag,none,1,m,49,1993,1,4
25-39,airbag,belted,1,m,70,1994,1,2
25-39,none,belted,1,f,70,1994,0,2
40-54,airbag,belted,1,f,67,1994,1,1
40-54,airbag,belted,0,m,18,1992,1,3
40-54,none,belted,0,f,38,1993,0,0
40-54,none,none,1,m,55,1992,0,0
40-54,none,belted,0,f,78,1984,0,3
40-54,none,belted,0,f,59,1984,0,2
40-54,airbag,belted,1,f,73,1995,0,3
25-39,none,belted,1,m,68,1988,0,1
25-39,airbag,belted,0,m,39,1991,0,1
25-39,airbag,belted,1,f,29,1997,1,3
25-39,airbag,belted,0,f,23,1993,0,0
40-54,airbag,belted,0,f,40,1997,0,2
25-39,none,belted,1,f,29,1990,0,3
25-39,airbag,belted,1,f,59,1996,1,0
25-39,airbag,belted,1,f,91,1996,1,3
25-39,airbag,belted,0,m,73,1994,0,0
25-39,none,belted,0,f,24,1992,0,3
25-39,none,belted,0,m,30,1992,0,3
25-39,airbag,belted,1,m,42,1996,1,3
40-54,airbag,belted,0,f,47,1996,0,3
25-39,none,belted,1,m,39,1990,0,1
40-54,none,belted,1,m,79,1987,0,0
40-54,none,belted,1,f,75,1987,0,0
40-54,none,none,1,m,71,1988,0,3
25-39,airbag,none,1,m,19,1993,1,3
25-39,none,none,1,f,27,1993,0,3
25-39,airbag,belted,0,m,77,1994,1,1
25-39,airbag,belted,0,f,70,1994,1,2
40-54,none,none,1,m,34,1984,0,1
40-54,none,belted,1,f,64,1984,0,2
40-54,airbag,belted,1,m,27,NA,1,0
40-54,airbag,belted,0,f,48,1995,0,0
40-54,airbag,belted,0,m,42,1995,0,0
25-39,none,none,1,m,36,1990,0,1
40-54,none,none,0,f,66,1990,0,3
40-54,none,belted,1,m,17,1988,0,1
40-54,none,belted,1,m,17,1988,0,1
40-54,none,belted,0,m,40,1982,0,3
40-54,none,none,0,m,44,1982,0,1
55+,none,none,1,m,30,1988,0,4
40-54,none,belted,0,m,72,1988,0,3
25-39,none,belted,1,f,19,1988,0,2
25-39,airbag,belted,1,m,16,1992,1,0
40-54,airbag,belted,0,m,55,1997,0,0
40-54,airbag,belted,0,f,53,1997,0,0
40-54,airbag,none,1,f,18,1996,1,4
40-54,airbag,belted,0,m,17,1997,0,0
25-39,none,belted,1,m,38,1992,0,1
40-54,none,belted,0,f,21,1992,0,1
40-54,none,none,1,m,61,1989,0,4
40-54,airbag,belted,1,f,29,1997,1,0
25-39,none,belted,1,f,29,1992,0,3
40-54,none,belted,1,f,82,1990,0,1
40-54,none,belted,1,f,95,1990,0,1
40-54,none,belted,1,f,59,1990,0,0
40-54,none,belted,1,m,32,1987,0,3
40-54,none,belted,1,m,29,1987,0,2
25-39,none,none,1,m,73,1989,0,3
25-39,none,none,1,f,70,1989,0,4
40-54,none,belted,0,m,57,1992,0,3
55+,airbag,belted,1,m,30,1992,0,0
25-39,none,belted,1,m,87,1989,0,1
40-54,airbag,belted,1,f,19,1994,1,0
40-54,none,none,1,f,18,1994,0,3
40-54,none,none,1,f,26,1990,0,3
40-54,none,belted,1,m,37,1990,0,2
40-54,airbag,belted,1,m,46,1996,1,3
40-54,none,none,1,f,19,1990,0,3
25-39,none,belted,1,m,30,1991,0,3
55+,none,belted,0,m,59,1984,0,3
25-39,airbag,belted,1,m,26,1996,1,1
25-39,airbag,belted,1,m,33,1996,1,1
25-39,airbag,none,1,m,47,1991,1,3
40-54,none,belted,1,m,19,1987,0,1
40-54,none,belted,0,f,20,1988,0,1
40-54,none,belted,1,f,47,1993,0,2
40-54,airbag,belted,1,m,19,1997,1,0
40-54,airbag,belted,1,f,61,1997,1,2
40-54,none,belted,1,f,16,1992,0,1
25-39,none,belted,0,f,27,1989,0,2
40-54,airbag,none,0,m,33,1994,0,4
40-54,airbag,none,0,m,29,1994,0,4
25-39,none,none,0,m,35,1992,0,4
25-39,none,belted,0,m,50,1989,0,3
25-39,none,belted,0,f,39,1989,0,1
25-39,airbag,belted,1,m,37,1996,1,0
40-54,none,belted,0,m,17,1993,0,1
25-39,none,none,1,f,17,1987,0,3
40-54,none,belted,0,f,33,1987,0,1
40-54,none,belted,0,f,76,1981,0,1
40-54,none,belted,0,f,80,1981,0,NA
25-39,airbag,belted,1,m,45,1996,1,2
25-39,airbag,none,1,m,64,1992,1,0
25-39,airbag,belted,1,f,30,1996,1,3
55+,airbag,belted,0,m,20,1995,0,0
55+,airbag,belted,0,m,20,1995,0,0
40-54,airbag,belted,1,m,19,1994,1,0
40-54,none,belted,1,m,19,1994,0,0
55+,none,belted,0,m,70,1988,0,0
40-54,none,belted,0,f,53,1987,0,3
40-54,airbag,none,1,m,42,1997,0,3
25-39,airbag,belted,0,m,36,1996,1,3
25-39,airbag,belted,1,f,60,1997,1,1
40-54,none,belted,0,m,42,1986,0,3
25-39,airbag,belted,1,m,57,1995,1,0
25-39,airbag,belted,1,f,56,1995,1,3
40-54,none,belted,0,m,58,1992,0,4
25-39,airbag,none,1,m,35,1996,1,3
40-54,airbag,belted,1,m,40,1995,1,0
40-54,none,belted,1,m,38,1995,0,0
25-39,airbag,belted,1,f,29,1996,1,3
40-54,airbag,belted,0,f,39,1996,0,0
40-54,airbag,belted,1,m,27,1996,1,2
40-54,airbag,belted,1,f,20,1996,1,2
40-54,none,belted,0,f,35,1989,0,1
55+,airbag,belted,1,m,43,1996,1,0
40-54,none,belted,0,m,20,1991,0,0
40-54,airbag,none,0,f,20,1995,0,0
40-54,airbag,belted,0,f,20,1995,0,0
25-39,airbag,belted,1,m,70,1994,0,0
25-39,airbag,belted,1,f,65,1994,0,1
55+,none,none,0,m,46,1984,0,4
40-54,airbag,belted,1,m,30,1995,1,0
40-54,airbag,belted,1,m,30,1995,1,1
